Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
77L4ZIKP,journalArticle,2014.0,"Werner, Stephanie C.; Ody, Anouck; Poulet, François",The Source Crater of Martian Shergottite Meteorites,Science,,"0036-8075, 1095-9203",10.1126/science.1247282,https://www.science.org/doi/10.1126/science.1247282,"Sourcing Martian Meteorites                            There are nearly 150 recognized martian meteorites, but where exactly they came from on Mars is not known.                                Werner                 et al.                              (p.               1343               , published online 6 March) present evidence that the <5 million-year-old Mojave impact crater on Mars is the single ejection site of one type of martian meteorites: the shergottites. The Mojave crater formed on an ancient terrain on Mars, and so the shergottites represent old martian crustal material.                        ,              Martian meteorites originated from the 3- to 5-million-year-old Mojave impact crater.           ,              Absolute ages for planetary surfaces are often inferred by crater densities and only indirectly constrained by the ages of meteorites. We show that the <5 million-year-old and 55-km-wide Mojave Crater on Mars is the ejection source for the meteorites classified as shergottites. Shergottites and this crater are linked by their coinciding meteorite ejection ages and the crater formation age and by mineralogical constraints. Because Mojave formed on 4.3 billion–year-old terrain, the original crystallization ages of shergottites are old, as inferred by Pb-Pb isotope ratios, and the much-quoted shergottite ages of <600 million years are due to resetting. Thus, the cratering-based age determination method for Mars is now calibrated in situ, and it shifts the absolute age of the oldest terrains on Mars backward by 200 million years.",2014-03-21,2025-08-22 13:34:41,2025-08-22 13:34:41,2025-08-22 13:34:41,1343-1346,,6177,343.0,,Science,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\J54HB9J6\Werner 等 - 2014 - The Source Crater of Martian Shergottite Meteorites.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDKH9CNM,journalArticle,2024.0,"Herd, Christopher D. K.; Hamilton, Jarret S.; Walton, Erin L.; Tornabene, Livio L.; Lagain, Anthony; Benedix, Gretchen K.; Sheen, Alex I.; Melosh, H. J.; Johnson, Brandon C.; Wiggins, Sean E.; Sharp, Thomas G.; Darling, James R.",The source craters of the martian meteorites: Implications for the igneous evolution of Mars,Science Advances,,2375-2548,10.1126/sciadv.adn2378,https://www.science.org/doi/10.1126/sciadv.adn2378,"Approximately 200 meteorites come from ~10 impact events on the surface of Mars, yet their pre-ejection locations are largely unknown. Here, we combine the results of diverse sets of observations and modeling to constrain the source craters for several groups of martian meteorites. We compute that ejection-paired groups of meteorites are derived from lava flows within the top 26 m of the surface. We link ejection-paired groups to specific source craters and geologic units, providing context for these important samples, reconciling microscopic observations with remote sensing records, and demonstrating the potential to constrain the ages of their source geologic units. Furthermore, we show that there are craters that may have produced martian meteorites not represented in the world’s meteorite collections that have yet to be discovered.           ,              Most of the ~200 known martian meteorites are from five impact craters on Mars, located on volcanoes in Tharsis and Elysium.",2024-08-16,2025-08-22 13:34:44,2025-08-22 13:34:44,2025-08-22 13:34:44,eadn2378,,33,10.0,,Sci. Adv.,The source craters of the martian meteorites,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\X7FVL75K\Herd 等 - 2024 - The source craters of the martian meteorites Implications for the igneous evolution of Mars.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XT9KN4UB,journalArticle,,"Squyres, S W; Arvidson, R E; Iii, J F Bell; Bruckner, J; Cabrol, N A; Calvin, W; Carr, M H; Christensen, P R; Clark, B C; Crumpler, L; Marais, D J Des; Farrand, W; Folkner, W; Golombek, M; Gorevan, S; Grant, J A; Greeley, R; Grotzinger, J; Haskin, L; Herkenhoff, K E; Hviid, S; Johnson, J; Madsen, M B; Malin, M C; McLennan, S M; McSween, H Y; Ming, D W; Moersch, J; Morris, R V; Parker, T; Jr, J W Rice; Richter, L; Rieder, R; Sims, M; Smith, M; Smith, P; Soderblom, L A; Sullivan, R; Wanke, H; Wdowiak, T; Wolff, M; Yen, A","The Spirit Rover’s Athena Science Investigation at Gusev Crater, Mars",,,,,,,,2025-08-22 13:34:46,2025-08-22 13:34:46,,,,,,,,,,,,,,,en,,,,,Zotero,,,,"D:\Zotero\storage\ICPZPZMN\Squyres 等 - The Spirit Rover’s Athena Science Investigation at Gusev Crater, Mars.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8E3DVWZS,journalArticle,2011.0,"Baratoux, David; Toplis, Michael J.; Monnereau, Marc; Gasnault, Olivier",Thermal history of Mars inferred from orbital geochemistry of volcanic provinces,Nature,,"0028-0836, 1476-4687",10.1038/nature09903,https://www.nature.com/articles/nature09903,,2011-04-21,2025-08-22 13:34:49,2025-08-22 13:34:49,2025-08-22 13:34:49,338-341,,7343,472.0,,Nature,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\I4KPI6MD\Baratoux 等 - 2011 - Thermal history of Mars inferred from orbital geochemistry of volcanic provinces.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRQ2FKW8,journalArticle,2012.0,"Aoudjehane, H. Chennaoui; Avice, G.; Barrat, J.-A.; Boudouma, O.; Chen, G.; Duke, M. J. M.; Franchi, I. A.; Gattacceca, J.; Grady, M. M.; Greenwood, R. C.; Herd, C. D. K.; Hewins, R.; Jambon, A.; Marty, B.; Rochette, P.; Smith, C. L; Sautter, V.; Verchovsky, A.; Weber, P.; Zanda, B.","Tissint Martian Meteorite: A Fresh Look at the Interior, Surface, and Atmosphere of Mars",Science,,"0036-8075, 1095-9203",10.1126/science.1224514,https://www.science.org/doi/10.1126/science.1224514,"A New Rock from Mars                            On 18 July 2011 a meteorite originating from Mars fell on the moroccan desert.                                Chennaoui Aoudjehane                 et al.                              (p.               785               , published online 11 October) show that this meteorite was ejected from the surface of Mars 700,000 years ago and contains components derived from the interior, surface, and atmosphere of the red planet. Previous to this fall, only four other martian meteorites have been collected after being witnessed falling to Earth. All the other martian meteorites that are represented in collections around the world, have been found long after their arrival on Earth, and thus have suffered from exposure to the terrestrial environment.                        ,              A meteorite that fell in Morocco in July 2011 provides a sample to study processes that operated on Mars 700,000 years ago.           ,              Tissint (Morocco) is the fifth martian meteorite collected after it was witnessed falling to Earth. Our integrated mineralogical, petrological, and geochemical study shows that it is a depleted picritic shergottite similar to EETA79001A. Highly magnesian olivine and abundant glass containing martian atmosphere are present in Tissint. Refractory trace element, sulfur, and fluorine data for the matrix and glass veins in the meteorite indicate the presence of a martian surface component. Thus, the influence of in situ martian weathering can be unambiguously distinguished from terrestrial contamination in this meteorite. Martian weathering features in Tissint are compatible with the results of spacecraft observations of Mars. Tissint has a cosmic-ray exposure age of 0.7 ± 0.3 million years, consistent with those of many other shergottites, notably EETA79001, suggesting that they were ejected from Mars during the same event.",2012-11-09,2025-08-22 13:34:51,2025-08-22 13:34:51,2025-08-22 13:34:51,785-788,,6108,338.0,,Science,Tissint Martian Meteorite,,,,,,,en,,,,,DOI.org (Crossref),,,,"D:\Zotero\storage\RAGRC5DA\Aoudjehane 等 - 2012 - Tissint Martian Meteorite A Fresh Look at the Interior, Surface, and Atmosphere of Mars.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLNSVVBE,journalArticle,2021.0,"Korablev, Oleg; Olsen, Kevin S.; Trokhimovskiy, Alexander; Lefèvre, Franck; Montmessin, Franck; Fedorova, Anna A.; Toplis, Michael J.; Alday, Juan; Belyaev, Denis A.; Patrakeev, Andrey; Ignatiev, Nikolay I.; Shakun, Alexey V.; Grigoriev, Alexey V.; Baggio, Lucio; Abdenour, Irbah; Lacombe, Gaetan; Ivanov, Yury S.; Aoki, Shohei; Thomas, Ian R.; Daerden, Frank; Ristic, Bojan; Erwin, Justin T.; Patel, Manish; Bellucci, Giancarlo; Lopez-Moreno, Jose-Juan; Vandaele, Ann C.",Transient HCl in the atmosphere of Mars,Science Advances,,2375-2548,10.1126/sciadv.abe4386,https://www.science.org/doi/10.1126/sciadv.abe4386,"The discovery of chlorine in the martian atmosphere points to its surface origin.           ,              A major quest in Mars’ exploration has been the hunt for atmospheric gases, potentially unveiling ongoing activity of geophysical or biological origin. Here, we report the first detection of a halogen gas, HCl, which could, in theory, originate from contemporary volcanic degassing or chlorine released from gas-solid reactions. Our detections made at ~3.2 to 3.8 μm with the Atmospheric Chemistry Suite and confirmed with Nadir and Occultation for Mars Discovery instruments onboard the ExoMars Trace Gas Orbiter, reveal widely distributed HCl in the 1- to 4-ppbv range, 20 times greater than previously reported upper limits. HCl increased during the 2018 global dust storm and declined soon after its end, pointing to the exchange between the dust and the atmosphere. Understanding the origin and variability of HCl shall constitute a major advance in our appraisal of martian geo- and photochemistry.",2021-02-12,2025-08-22 13:34:54,2025-08-22 13:34:54,2025-08-22 13:34:54,eabe4386,,7,7.0,,Sci. Adv.,,,,,,,,en,https://creativecommons.org/licenses/by-nc/4.0/,,,,DOI.org (Crossref),,,,D:\Zotero\storage\XAWFT7B8\Korablev 等 - 2021 - Transient HCl in the atmosphere of Mars.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZLYP4DK,journalArticle,2017.0,"Lapen, Thomas J.; Righter, Minako; Andreasen, Rasmus; Irving, Anthony J.; Satkoski, Aaron M.; Beard, Brian L.; Nishiizumi, Kunihiko; Jull, A. J. Timothy; Caffee, Marc W.",Two billion years of magmatism recorded from a single Mars meteorite ejection site,Science Advances,,2375-2548,10.1126/sciadv.1600922,https://www.science.org/doi/10.1126/sciadv.1600922,"Martian meteorites from a single Mars ejection site record 2 billion years of magmatic activity.           ,              The timing and nature of igneous activity recorded at a single Mars ejection site can be determined from the isotope analyses of Martian meteorites. Northwest Africa (NWA) 7635 has an Sm-Nd crystallization age of 2.403 ± 0.140 billion years, and isotope data indicate that it is derived from an incompatible trace element–depleted mantle source similar to that which produced a geochemically distinct group of 327- to 574-million-year-old “depleted” shergottites. Cosmogenic nuclide data demonstrate that NWA 7635 was ejected from Mars 1.1 million years ago (Ma), as were at least 10 other depleted shergottites. The shared ejection age is consistent with a common ejection site for these meteorites. The spatial association of 327- to 2403-Ma depleted shergottites indicates >2 billion years of magmatism from a long-lived and geochemically distinct volcanic center near the ejection site.",2017-02-03,2025-08-22 13:34:57,2025-08-22 13:34:57,2025-08-22 13:34:57,e1600922,,2,3.0,,Sci. Adv.,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\4FI53DNQ\Lapen 等 - 2017 - Two billion years of magmatism recorded from a single Mars meteorite ejection site.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP9VX2BB,journalArticle,2012.0,"Keppler, Frank; Vigano, Ivan; McLeod, Andy; Ott, Ulrich; Früchtl, Marion; Röckmann, Thomas",Ultraviolet-radiation-induced methane emissions from meteorites and the Martian atmosphere,Nature,,"0028-0836, 1476-4687",10.1038/nature11203,https://www.nature.com/articles/nature11203,,2012-06,2025-08-22 13:35:00,2025-08-22 13:35:00,2025-08-22 13:35:00,93-96,,7401,486.0,,Nature,,,,,,,,en,http://www.springer.com/tdm,,,,DOI.org (Crossref),,,,D:\Zotero\storage\KXV3MVVU\Keppler 等 - 2012 - Ultraviolet-radiation-induced methane emissions from meteorites and the Martian atmosphere.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9JP6WTMY,journalArticle,2013.0,"Agee, Carl B.; Wilson, Nicole V.; McCubbin, Francis M.; Ziegler, Karen; Polyak, Victor J.; Sharp, Zachary D.; Asmerom, Yemane; Nunn, Morgan H.; Shaheen, Robina; Thiemens, Mark H.; Steele, Andrew; Fogel, Marilyn L.; Bowden, Roxane; Glamoclija, Mihaela; Zhang, Zhisheng; Elardo, Stephen M.",Unique Meteorite from Early Amazonian Mars: Water-Rich Basaltic Breccia Northwest Africa 7034,Science,,"0036-8075, 1095-9203",10.1126/science.1228858,https://www.science.org/doi/10.1126/science.1228858,"So Different and So Similar                            Most known meteorites from Mars fit into one class.                                Agee                 et al.                              (p.               780               , published online 3 January; see the Perspective by                                Humayun                              ) describe a meteorite, NWA 7034, which shares some characteristics with other martian meteorites but does not fit within the usual classification. NWA 7034 matches the composition of Mars' surface but is also richer in water than other martian meteorites, and has different oxygen isotope composition, which suggests the existence of multiple oxygen isotopic reservoirs within Mars. Its radiometric age of 2.1 billion years makes it a unique sample of the Amazonian period on Mars.                        ,                             Detailed analysis of a meteorite shows that it matches the surface of Mars yet is unlike any other martian meteorite.                                [Also see Perspective by                 Humayun                 ]                                       ,                             We report data on the martian meteorite Northwest Africa (NWA) 7034, which shares some petrologic and geochemical characteristics with known martian meteorites of the SNC (i.e., shergottite, nakhlite, and chassignite) group, but also has some unique characteristics that would exclude it from that group. NWA 7034 is a geochemically enriched crustal rock compositionally similar to basalts and average martian crust measured by recent Rover and Orbiter missions. It formed 2.089 ± 0.081 billion years ago, during the early Amazonian epoch in Mars' geologic history. NWA 7034 has an order of magnitude more indigenous water than most SNC meteorites, with up to 6000 parts per million extraterrestrial H               2               O released during stepped heating. It also has bulk oxygen isotope values of Δ               17               O = 0.58 ± 0.05 per mil and a heat-released water oxygen isotope average value of Δ               17               O = 0.330 ± 0.011 per mil, suggesting the existence of multiple oxygen reservoirs on Mars.",2013-02-15,2025-08-22 13:35:03,2025-08-22 13:35:03,2025-08-22 13:35:03,780-785,,6121,339.0,,Science,Unique Meteorite from Early Amazonian Mars,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\MDCKJAGN\Agee 等 - 2013 - Unique Meteorite from Early Amazonian Mars Water-Rich Basaltic Breccia Northwest Africa 7034.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V55H9TDA,journalArticle,2014.0,"Ming, D. W.; Archer, P. D.; Glavin, D. P.; Eigenbrode, J. L.; Franz, H. B.; Sutter, B.; Brunner, A. E.; Stern, J. C.; Freissinet, C.; McAdam, A. C.; Mahaffy, P. R.; Cabane, M.; Coll, P.; Campbell, J. L.; Atreya, S. K.; Niles, P. B.; Bell, J. F.; Bish, D. L.; Brinckerhoff, W. B.; Buch, A.; Conrad, P. G.; Des Marais, D. J.; Ehlmann, B. L.; Fairén, A. G.; Farley, K.; Flesch, G. J.; Francois, P.; Gellert, R.; Grant, J. A.; Grotzinger, J. P.; Gupta, S.; Herkenhoff, K. E.; Hurowitz, J. A.; Leshin, L. A.; Lewis, K. W.; McLennan, S. M.; Miller, K. E.; Moersch, J.; Morris, R. V.; Navarro-González, R.; Pavlov, A. A.; Perrett, G. M.; Pradler, I.; Squyres, S. W.; Summons, R. E.; Steele, A.; Stolper, E. M.; Sumner, D. Y.; Szopa, C.; Teinturier, S.; Trainer, M. G.; Treiman, A. H.; Vaniman, D. T.; Vasavada, A. R.; Webster, C. R.; Wray, J. J.; Yingst, R. A.; MSL Science Team; Kemppinen, Osku; Bridges, Nathan; Johnson, Jeffrey R.; Minitti, Michelle; Cremers, David; Edgar, Lauren; Farmer, Jack; Godber, Austin; Wadhwa, Meenakshi; Wellington, Danika; McEwan, Ian; Newman, Claire; Richardson, Mark; Charpentier, Antoine; Peret, Laurent; King, Penelope; Blank, Jennifer; Weigle, Gerald; Schmidt, Mariek; Li, Shuai; Milliken, Ralph; Robertson, Kevin; Sun, Vivian; Baker, Michael; Edwards, Christopher; Ehlmann, Bethany; Griffes, Jennifer; Newcombe, Megan; Pilorget, Cedric; Rice, Melissa; Siebach, Kirsten; Stack, Katie; Brunet, Claude; Hipkin, Victoria; Léveillé, Richard; Marchand, Geneviève; Sánchez, Pablo Sobrón; Favot, Laurent; Cody, George; Flückiger, Lorenzo; Lees, David; Nefian, Ara; Martin, Mildred; Gailhanou, Marc; Westall, Frances; Israël, Guy; Agard, Christophe; Baroukh, Julien; Donny, Christophe; Gaboriaud, Alain; Guillemot, Philippe; Lafaille, Vivian; Lorigny, Eric; Paillet, Alexis; Pérez, René; Saccoccio, Muriel; Yana, Charles; Armiens‐Aparicio, Carlos; Rodríguez, Javier Caride; Blázquez, Isaías Carrasco; Gómez, Felipe Gómez; Gómez-Elvira, Javier; Hettrich, Sebastian; Malvitte, Alain Lepinette; Jiménez, Mercedes Marín; Martínez-Frías, Jesús; Martín-Soler, Javier; Martín-Torres, F. Javier; Jurado, Antonio Molina; Mora-Sotomayor, Luis; Caro, Guillermo Muñoz; López, Sara Navarro; Peinado-González, Verónica; Pla-García, Jorge; Manfredi, José Antonio Rodriguez; Romeral-Planelló, Julio José; Fuentes, Sara Alejandra Sans; Martinez, Eduardo Sebastian; Redondo, Josefina Torres; Urqui-O'Callaghan, Roser; Mier, María-Paz Zorzano; Chipera, Steve; Lacour, Jean-Luc; Mauchien, Patrick; Sirven, Jean-Baptiste; Manning, Heidi; Hayes, Alexander; Joseph, Jonathan; Sullivan, Robert; Thomas, Peter; Dupont, Audrey; Lundberg, Angela; Melikechi, Noureddine; Mezzacappa, Alissa; DeMarines, Julia; Grinspoon, David; Reitz, Günther; Prats, Benito; Atlaskin, Evgeny; Genzer, Maria; Harri, Ari-Matti; Haukka, Harri; Kahanpää, Henrik; Kauhanen, Janne; Kemppinen, Osku; Paton, Mark; Polkko, Jouni; Schmidt, Walter; Siili, Tero; Fabre, Cécile; Wilhelm, Mary Beth; Poitrasson, Franck; Patel, Kiran; Gorevan, Stephen; Indyk, Stephen; Paulsen, Gale; Schieber, Juergen; Gondet, Brigitte; Langevin, Yves; Geffroy, Claude; Baratoux, David; Berger, Gilles; Cros, Alain; d’Uston, Claude; Forni, Olivier; Gasnault, Olivier; Lasue, Jérémie; Lee, Qiu-Mei; Maurice, Sylvestre; Meslin, Pierre-Yves; Pallier, Etienne; Parot, Yann; Pinet, Patrick; Schröder, Susanne; Toplis, Mike; Lewin, Éric; Brunner, Will; Heydari, Ezat; Achilles, Cherie; Oehler, Dorothy; Coscia, David; Israël, Guy; Dromart, Gilles; Robert, François; Sautter, Violaine; Le Mouélic, Stéphane; Mangold, Nicolas; Nachon, Marion; Stalport, Fabien; Raulin, François; Cameron, James; Clegg, Sam; Cousin, Agnès; DeLapp, Dorothea; Dingler, Robert; Jackson, Ryan Steele; Johnstone, Stephen; Lanza, Nina; Little, Cynthia; Nelson, Tony; Wiens, Roger C.; Williams, Richard B.; Jones, Andrea; Kirkland, Laurel; Baker, Burt; Cantor, Bruce; Caplinger, Michael; Davis, Scott; Duston, Brian; Edgett, Kenneth; Fay, Donald; Hardgrove, Craig; Harker, David; Herrera, Paul; Jensen, Elsa; Kennedy, Megan R.; Krezoski, Gillian; Krysak, Daniel; Lipkaman, Leslie; Malin, Michael; McCartney, Elaina; McNair, Sean; Nixon, Brian; Posiolova, Liliya; Ravine, Michael; Salamon, Andrew; Saper, Lee; Stoiber, Kevin; Supulver, Kimberley; Van Beek, Jason; Van Beek, Tessa; Zimdar, Robert; French, Katherine Louise; Iagnemma, Karl; Miller, Kristen; Goesmann, Fred; Goetz, Walter; Hviid, Stubbe; Johnson, Micah; Lefavor, Matthew; Lyness, Eric; Breves, Elly; Dyar, M. Darby; Fassett, Caleb; Blake, David F.; Bristow, Thomas; Edwards, Laurence; Haberle, Robert; Hoehler, Tori; Hollingsworth, Jeff; Kahre, Melinda; Keely, Leslie; McKay, Christopher; Wilhelm, Mary Beth; Bleacher, Lora; Choi, David; Dworkin, Jason P.; Floyd, Melissa; Garvin, James; Harpold, Daniel; Jones, Andrea; Martin, David K.; Raaen, Eric; Smith, Michael D.; Tan, Florence; Meyer, Michael; Posner, Arik; Voytek, Mary; Anderson, Robert C.; Aubrey, Andrew; Beegle, Luther W.; Behar, Alberto; Blaney, Diana; Brinza, David; Calef, Fred; Christensen, Lance; Crisp, Joy A.; DeFlores, Lauren; Feldman, Jason; Feldman, Sabrina; Jun, Insoo; Keymeulen, Didier; Maki, Justin; Mischna, Michael; Morookian, John Michael; Parker, Timothy; Pavri, Betina; Schoppers, Marcel; Sengstacken, Aaron; Simmonds, John J.; Spanovich, Nicole; Juarez, Manuel De La Torre; Yen, Albert; Cucinotta, Francis; Jones, John H.; Rampe, Elizabeth; Nolan, Thomas; Fisk, Martin; Radziemski, Leon; Barraclough, Bruce; Bender, Steve; Berman, Daniel; Dobrea, Eldar Noe; Tokar, Robert; Williams, Rebecca M. E.; Cleghorn, Timothy; Huntress, Wesley; Manhès, Gérard; Hudgins, Judy; Olson, Timothy; Stewart, Noel; Sarrazin, Philippe; Vicenzi, Edward; Wilson, Sharon A.; Bullock, Mark; Ehresmann, Bent; Hamilton, Victoria; Hassler, Donald; Peterson, Joseph; Rafkin, Scot; Zeitlin, Cary; Fedosov, Fedor; Golovin, Dmitry; Karpushkina, Natalya; Kozyrev, Alexander; Litvak, Maxim; Malakhov, Alexey; Mitrofanov, Igor; Mokrousov, Maxim; Nikiforov, Sergey; Prokhorov, Vasily; Sanin, Anton; Tretyakov, Vladislav; Varenikov, Alexey; Vostrukhin, Andrey; Kuzmin, Ruslan; Clark, Benton; Wolff, Michael; Botta, Oliver; Drake, Darrell; Bean, Keri; Lemmon, Mark; Schwenzer, Susanne P.; Anderson, Ryan B.; Lee, Ella Mae; Sucharski, Robert; Hernández, Miguel Ángel De Pablo; Ávalos, Juan José Blanco; Ramos, Miguel; Kim, Myung-Hee; Malespin, Charles; Plante, Ianik; Muller, Jan-Peter; Ewing, Ryan; Boynton, William; Downs, Robert; Fitzgibbon, Mike; Harshman, Karl; Morrison, Shaunna; Dietrich, William; Kortmann, Onno; Palucis, Marisa; Williams, Amy; Lugmair, Günter; Wilson, Michael A.; Rubin, David; Jakosky, Bruce; Balic-Zunic, Tonci; Frydenvang, Jens; Jensen, Jaqueline Kløvgaard; Kinch, Kjartan; Koefoed, Asmus; Madsen, Morten Bo; Stipp, Susan Louise Svane; Boyd, Nick; VanBommel, Scott; Jacob, Samantha; Owen, Tobias; Rowland, Scott; Atlaskin, Evgeny; Savijärvi, Hannu; Boehm, Eckart; Böttcher, Stephan; Burmeister, Sönke; Guo, Jingnan; Köhler, Jan; García, César Martín; Mueller-Mellin, Reinhold; Wimmer-Schweingruber, Robert; Bridges, John C.; McConnochie, Timothy; Benna, Mehdi; Bower, Hannah; Blau, Hannah; Boucher, Thomas; Carmosino, Marco; Elliott, Harvey; Halleaux, Douglas; Rennó, Nilton; Wong, Michael; Pepin, Robert; Elliott, Beverley; Spray, John; Thompson, Lucy; Gordon, Suzanne; Newsom, Horton; Ollila, Ann; Williams, Joshua; Vasconcelos, Paulo; Bentz, Jennifer; Nealson, Kenneth; Popa, Radu; Kah, Linda C.; Tate, Christopher; Day, Mackenzie; Kocurek, Gary; Hallet, Bernard; Sletten, Ronald; Francis, Raymond; McCullough, Emily; Cloutis, Ed; Ten Kate, Inge Loes; Kuzmin, Ruslan; Arvidson, Raymond; Fraeman, Abigail; Scholes, Daniel; Slavney, Susan; Stein, Thomas; Ward, Jennifer; Berger, Jeffrey; Moores, John E.","Volatile and Organic Compositions of Sedimentary Rocks in Yellowknife Bay, Gale Crater, Mars",Science,,"0036-8075, 1095-9203",10.1126/science.1245267,https://www.science.org/doi/10.1126/science.1245267,"H               2               O, CO               2               , SO               2               , O               2               , H               2               , H               2               S, HCl, chlorinated hydrocarbons, NO, and other trace gases were evolved during pyrolysis of two mudstone samples acquired by the Curiosity rover at Yellowknife Bay within Gale crater, Mars. H               2               O/OH-bearing phases included 2:1 phyllosilicate(s), bassanite, akaganeite, and amorphous materials. Thermal decomposition of carbonates and combustion of organic materials are candidate sources for the CO               2               . Concurrent evolution of O               2               and chlorinated hydrocarbons suggests the presence of oxychlorine phase(s). Sulfides are likely sources for sulfur-bearing species. Higher abundances of chlorinated hydrocarbons in the mudstone compared with Rocknest windblown materials previously analyzed by Curiosity suggest that indigenous martian or meteoritic organic carbon sources may be preserved in the mudstone; however, the carbon source for the chlorinated hydrocarbons is not definitively of martian origin.",2014-01-24,2025-08-22 13:35:07,2025-08-22 13:35:07,2025-08-22 13:35:07,1245267,,6169,343.0,,Science,,,,,,,,en,,,,,DOI.org (Crossref),,,,"D:\Zotero\storage\PVUN7KF4\Ming 等 - 2014 - Volatile and Organic Compositions of Sedimentary Rocks in Yellowknife Bay, Gale Crater, Mars.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
